POI_ID,Tên (Tiếng Việt),Tên (English),Tên gốc,Mã Tầng,Tên Tầng,Level,Vĩ độ (Lat),Kinh độ (Lng),Loại (Type),Danh mục (Category),Số điện thoại,Website,Giờ mở cửa,Trạng thái,Logo URL
420364788989,Phòng giao dịch Vietinbank,VietinBank Branch,Phòng giao dịch Vietinbank,420322446262,F0 - Arrival|Checkin,0,10.813561185041,106.66247234698,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18562349891735028755.png
420371693030,Phòng Tắm,Bathroom,Phòng Tắm,420322446262,F0 - Arrival|Checkin,0,10.813008658837,106.66183201221,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371692828,Phòng Tắm,Bathroom,Phòng Tắm,420322446262,F0 - Arrival|Checkin,0,10.81362067156,106.6621133246,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371693232,Phòng Tắm,Bathroom,Phòng Tắm,420322446262,F0 - Arrival|Checkin,0,10.814717081247,106.66249435754,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364751111,Phúc Anh Minh,Phuc Anh Minh,Phúc Anh Minh,420322446363,F1 - Departure,1,10.814726836347,106.66206623098,node-poi,"1,3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/2347424851735028757.png
420364751818,Phúc Long Coffee & Tea,Phuc Long Coffee & Tea,Phúc Long Coffee & Tea,420322446363,F1 - Departure,1,10.813848897775,106.66231664364,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/2347524201735028758.png
420364755858,PNJ,PNJ,PNJ,420322446363,F1 - Departure,1,10.814473332459,106.66209362449,node-poi,12,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18579746071735028757.png
420364758181,Popeyes,Popeyes,Popeyes,420322446363,F1 - Departure,1,10.814040603589,106.66236653923,node-poi,"8,18",+84 28 3848 5366,http://tansonnhatairport.vn/,10AM-10PM,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18579160581735028757.png
420364749898,Prima,Prima,Prima,420322446363,F1 - Departure,1,10.813824559845,106.66179684879,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23476556871735028758.png
420364791717,Puro Gusto,Puro Gusto,Puro Gusto,420322446262,F0 - Arrival|Checkin,0,10.814211419492,106.66252200689,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18561642861735028755.png
420364787575,Quầy Thủ Tục,Check-in Counter,Quầy Thủ Tục,420322446262,F0 - Arrival|Checkin,0,10.814261227741,106.66220263168,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788383,Quầy Thủ Tục A,Check-in Counter A,Quầy Thủ Tục A,420322446262,F0 - Arrival|Checkin,0,10.812696975946,106.66212740186,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788080,Quầy Thủ Tục B,Check-in Counter B,Quầy Thủ Tục B,420322446262,F0 - Arrival|Checkin,0,10.812760617583,106.66214003608,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364759696,Quầy Thủ Tục Bamboo Airways G7-G12,Bamboo Airways Check-in Counters G7-G12,Quầy Thủ Tục Bamboo Airways G7-G12,420322446262,F0 - Arrival|Checkin,0,10.813496718121,106.66211857891,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/20681250981735028756.png
420364787777,Quầy Thủ Tục C,Check-in Counter C,Quầy Thủ Tục C,420322446262,F0 - Arrival|Checkin,0,10.813168632917,106.66213663024,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788282,Quầy Thủ Tục D,Check-in Counter D,Quầy Thủ Tục D,420322446262,F0 - Arrival|Checkin,0,10.813212089278,106.66214147377,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788181,Quầy Thủ Tục E,Check-in Counter E,Quầy Thủ Tục E,420322446262,F0 - Arrival|Checkin,0,10.813320958564,106.66215149464,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788686,Quầy Thủ Tục F,Check-in Counter F,Quầy Thủ Tục F,420322446262,F0 - Arrival|Checkin,0,10.813368570415,106.66215756317,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788787,Quầy Thủ Tục G,Check-in Counter G,Quầy Thủ Tục G,420322446262,F0 - Arrival|Checkin,0,10.813490098734,106.66216941518,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788484,Quầy Thủ Tục H,Check-in Counter H,Quầy Thủ Tục H,420322446262,F0 - Arrival|Checkin,0,10.81353787522,106.66217908789,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364787373,Quầy Thủ Tục Hạng Phổ Thông Vietnam Airlines,Vietnam Airlines Economy Class Check-in Counter,Quầy Thủ Tục Hạng Phổ Thông Vietnam Airlines,420322446262,F0 - Arrival|Checkin,0,10.812692620631,106.66218841377,poi-checkin-counter,,1900 1100 | +84 24 38320320,https://www.vietnamairlines.com/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18565773121735028756.png
420364787878,Quầy Thủ Tục Hạng Phổ Thông Vietnam Airlines,Vietnam Airlines Economy Class Check-in Counter,Quầy Thủ Tục Hạng Phổ Thông Vietnam Airlines,420322446262,F0 - Arrival|Checkin,0,10.812766133871,106.66208784767,poi-checkin-counter,,1900 1100 | +84 24 38320320,https://www.vietnamairlines.com/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18565840771735028756.png
420364787272,Quầy Thủ Tục Hạng Thương Gia Vietnam Airlines,Vietnam Airlines Business Class Check-in Counter,Quầy Thủ Tục Hạng Thương Gia Vietnam Airlines,420322446262,F0 - Arrival|Checkin,0,10.813183853193,106.66221167671,poi-checkin-counter,,1900 1100 | +84 24 38320320,https://www.vietnamairlines.com/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18565612951735028756.png
420364760202,Quầy Thủ Tục J,Check-in Counter J,Quầy Thủ Tục J,420322446262,F0 - Arrival|Checkin,0,10.814467341973,106.66222161669,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364757070,Quầy Thủ Tục Jestar Pacific,Jetstar Pacific Check-in Counter,Quầy Thủ Tục Jestar Pacific,420322446262,F0 - Arrival|Checkin,0,10.813337589378,106.66222501233,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/20681459621735028756.png
420364760303,Quầy Thủ Tục K,Check-in Counter K,Quầy Thủ Tục K,420322446262,F0 - Arrival|Checkin,0,10.814538352344,106.66223306977,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364787979,Quầy Thủ Tục Không Hành Lý Vietnam Airlines,Vietnam Airlines No Baggage Check-in Counter,Quầy Thủ Tục Không Hành Lý Vietnam Airlines,420322446262,F0 - Arrival|Checkin,0,10.812749363077,106.66225354116,poi-checkin-counter,,1900 1100 | +84 24 38320320,https://www.vietnamairlines.com/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18565977331735028756.png
420364787676,Quầy Thủ Tục Trực Tuyến Vietnam Airlines,Vietnam Airlines Web Check-in Counter,Quầy Thủ Tục Trực Tuyến Vietnam Airlines,420322446262,F0 - Arrival|Checkin,0,10.812754928642,106.66219980477,poi-checkin-counter,,1900 1100 | +84 24 38320320,https://www.vietnamairlines.com/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18566056261735028756.png
420364759797,Quầy Thủ Tục Vasco,Vasco Check-in Counter,Quầy Thủ Tục Vasco,420322446262,F0 - Arrival|Checkin,0,10.813484170926,106.6622257667,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364757272,Quầy Tự Làm Thủ Tục,Self Check-in Counter,Quầy Tự Làm Thủ Tục,420322446262,F0 - Arrival|Checkin,0,10.813301939077,106.66230725671,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371693636,Quầy Tự Làm Thủ Tục,Self Check-in Counter,Quầy Tự Làm Thủ Tục,420322446262,F0 - Arrival|Checkin,0,10.812912638655,106.66228945159,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364787474,Quầy Tự Làm Thủ Tục,Self Check-in Counter,Quầy Tự Làm Thủ Tục,420322446262,F0 - Arrival|Checkin,0,10.81463172964,106.66247455283,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364788585,Quầy Tự Làm Thủ Tục Vietnam Airlines,Vietnam Airlines Self Check-in Counter,Quầy Tự Làm Thủ Tục Vietnam Airlines,420322446262,F0 - Arrival|Checkin,0,10.813016405009,106.66229411081,poi-checkin-counter,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/1856706011735028756.png
420364758080,Quầy Vé BamBoo Airways,BamBoo Airways Ticket Counter,Quầy Vé BamBoo Airways,420322446262,F0 - Arrival|Checkin,0,10.813491240375,106.66231855436,poi-ticket,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23708747961735028756.png
420364757575,Quầy Vé Jetstar,Jetstar Ticket Counter,Quầy Vé Jetstar,420322446262,F0 - Arrival|Checkin,0,10.81333992646,106.66231095309,poi-ticket,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364757373,Quầy Vé Máy Bay,Airline Ticket Counter,Quầy Vé Máy Bay,420322446262,F0 - Arrival|Checkin,0,10.813231660548,106.66241083015,poi-ticket,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364756969,Quầy Vé Vasco,Vasco Ticket Counter,Quầy Vé Vasco,420322446262,F0 - Arrival|Checkin,0,10.813546727887,106.66232477363,poi-ticket,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364757777,Quầy Vé Vietjet Air,Vietjet Air Ticket Counter,Quầy Vé Vietjet Air,420322446262,F0 - Arrival|Checkin,0,10.814396229601,106.6624074244,poi-ticket,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23480050031735028756.png
420364757474,Quầy Vé Vietnam Airlines,Vietnam Airlines Ticket Counter,Quầy Vé Vietnam Airlines,420322446262,F0 - Arrival|Checkin,0,10.812977660126,106.66228989468,poi-ticket,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23479234871735028756.png
420364755555,Saigon Market,Saigon Market,Saigon Market,420322446363,F1 - Departure,1,10.813225859702,106.66198834778,node-poi,"5,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18579465611735028757.png
420364751717,Seasonal Favorite,Seasonal Favorite,Seasonal Favorite,420322446363,F1 - Departure,1,10.813512330227,106.66228747462,node-poi,1,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23475510241735028758.png
420364755454,Senviet Spa,Senviet Spa,Senviet Spa,420322446363,F1 - Departure,1,10.813790977363,106.66231356561,node-poi,"10,20",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18579291201735028757.png
420364756767,SJC Minh Khai,SJC Minh Khai,SJC Minh Khai,420322446363,F1 - Departure,1,10.813930980751,106.66211232013,node-poi,12,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18582618741735028757.png
420364751313,Sóng Việt,Song Viet ,Sóng Việt,420322446363,F1 - Departure,1,10.814142111742,106.66206924337,node-poi,1,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23475133521735028758.png
420364791616,Sora Cafe,Sora Cafe,Sora Cafe,420322446262,F0 - Arrival|Checkin,0,10.813289748355,106.66242420673,node-poi,"8,18",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18561528871735028755.png
420371693333,Souvenir,Souvenir,Souvenir,420322446262,F0 - Arrival|Checkin,0,10.815161256314,106.66224435805,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17490909208878862.png
420364755353,Star Cafe,Star Cafe,Star Cafe,420322446363,F1 - Departure,1,10.814124251377,106.66225522757,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18579660771735028757.png
420364753838,Star Cafe,Star Cafe,Star Cafe,420322446363,F1 - Departure,1,10.813370406019,106.66196531468,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18583121141735028757.png
420364789494,Star Cafe,Star Cafe,Star Cafe,420322446262,F0 - Arrival|Checkin,0,10.815010970236,106.66248221586,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18562483931735028755.png
420364751515,Sun Glasses,Sun Glasses,Sun Glasses,420322446363,F1 - Departure,1,10.814153534704,106.66195231623,node-poi,"1,24",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23474963771735028757.png
420371693838,SV Fashion,SV Fashion,SV Fashion,420322446262,F0 - Arrival|Checkin,0,10.815165208164,106.66219729327,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17490909435275262.png
420364753636,Taste of Asia,Taste of Asia,Taste of Asia,420322446363,F1 - Departure,1,10.81328261014,106.66199431654,node-poi,"8,18",+84 28 3848 5634,http://tasteofasia.biz/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18583317461735028757.png
420364749090,Taste of Vietnam,Taste of Vietnam,Taste of Vietnam,420322446363,F1 - Departure,1,10.813440537886,106.6622807691,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23475697211735028758.png
420364749191,Taste of Vietnam,Taste of Vietnam,Taste of Vietnam,420322446363,F1 - Departure,1,10.813365917984,106.66227396108,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23475775411735028758.png
420364760404,Thang Bộ,Staircase,Thang Bộ,420322446262,F0 - Arrival|Checkin,0,10.813815361099,106.66176168258,poi-staircase,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364759090,Thang Bộ,Staircase,Thang Bộ,420322446262,F0 - Arrival|Checkin,0,10.813992939175,106.66177786981,poi-staircase,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364758888,Thang Bộ,Staircase,Thang Bộ,420322446262,F0 - Arrival|Checkin,0,10.812899059717,106.66207927848,poi-staircase,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752929,Thang Bộ,Staircase,Thang Bộ,420322446363,F1 - Departure,1,10.813796373241,106.66175927087,poi-staircase,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364753434,Thang Bộ,Staircase,Thang Bộ,420322446363,F1 - Departure,1,10.813990160618,106.66177658259,poi-staircase,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364753535,Thang Bộ,Staircase,Thang Bộ,420322446363,F1 - Departure,1,10.812887799554,106.66207941979,poi-staircase,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364760505,Thang Cuốn,Escalator,Thang Cuốn,420322446262,F0 - Arrival|Checkin,0,10.814688190081,106.66223704665,poi-escalator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364759191,Thang Cuốn,Escalator,Thang Cuốn,420322446262,F0 - Arrival|Checkin,0,10.813056587869,106.66175916911,poi-escalator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364754343,Thang Cuốn,Escalator,Thang Cuốn,420322446363,F1 - Departure,1,10.813017898438,106.66174875448,poi-escalator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364754040,Thang Cuốn,Escalator,Thang Cuốn,420322446363,F1 - Departure,1,10.814690670193,106.66223514141,poi-escalator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364760000,Thang Máy,Elevator,Thang Máy,420322446262,F0 - Arrival|Checkin,0,10.813005874688,106.66180120483,poi-elevator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364760101,Thang Máy,Elevator,Thang Máy,420322446262,F0 - Arrival|Checkin,0,10.812880514867,106.66210776421,poi-elevator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364753737,Thang Máy,Elevator,Thang Máy,420322446363,F1 - Departure,1,10.812880152918,106.66210716649,poi-elevator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364754242,Thang Máy,Elevator,Thang Máy,420322446363,F1 - Departure,1,10.813006067507,106.66180164429,poi-elevator,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364756161,The Cocoa Trees,The Cocoa Trees,The Cocoa Trees,420322446363,F1 - Departure,1,10.813955220709,106.66235810377,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18582268001735028757.png
420364789191,The Phoenix,The Phoenix,The Phoenix,420322446262,F0 - Arrival|Checkin,0,10.813794847421,106.66220351014,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18562192131735028755.png
420364755757,TT Food Takeaway Cafe,TT Food Takeaway Cafe,TT Food Takeaway Cafe,420322446363,F1 - Departure,1,10.814213443117,106.66190488615,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18581651881735028757.png
420364751919,Twike Joys,Twike Joys,Twike Joys,420322446363,F1 - Departure,1,10.813709265101,106.66230557954,node-poi,26,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23475333051735028758.png
420364789292,Urban Market,Urban Market,Urban Market,420322446262,F0 - Arrival|Checkin,0,10.815109119389,106.66249355505,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18562672111735028755.png
420364755959,Viet Nam's Delights,Viet Nam's Delights,Viet Nam's Delights,420322446363,F1 - Departure,1,10.812734918062,106.66202424413,node-poi,3,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18580623631735028757.png
420371692929,Viet Travel,Viet Travel,Viet Travel,420322446262,F0 - Arrival|Checkin,0,10.813626236847,106.66240386184,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17490906308648632.png
420364749595,Vietnam Aroma,Vietnam Aroma,Vietnam Aroma,420322446363,F1 - Departure,1,10.813057013037,106.66224311566,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23476166321735028758.png
420364751616,Vietnam Heritage,Vietnam Heritage,Vietnam Heritage,420322446363,F1 - Departure,1,10.813586098489,106.66229418014,node-poi,26,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23475474081735028758.png
420364756363,Wine,Wine,Wine,420322446363,F1 - Departure,1,10.814173547269,106.6617943982,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/1858196671735028757.png
420364757878,Xe Đẩy,Trolley,Xe Đẩy,420322446262,F0 - Arrival|Checkin,0,10.813237909795,106.66233188544,poi-stroller,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364758484,Y Tế Sân Bay,Airport Medical Services,Y Tế Sân Bay,420322446262,F0 - Arrival|Checkin,0,10.813611937117,106.66222073755,poi-medical,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364750808,Yến Sào Finest,Finest Bird’s Nest,Yến Sào Finest,420322446363,F1 - Departure,1,10.814731932071,106.66201044763,node-poi,"8,10",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23474354631735028757.png
